,库名,库名,库名,,,标识,有默认,默认值,,可空,数据类型,,最长,最大字节数,数字精度,小数位,时间精度,,,,,,,,,,,,,,,
,,FoowwPermissions,PermissionID,,,2,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,FoowwPermissions,Name,,,3,0,,10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,FoowwPermissions,Description,,,4,0,,10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,FoowwPermissions,HasArgument,,,5,1,((0)),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,FoowwPermissions,SupportedHouseTypes,,,6,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,FoowwPermissions,SupportPermissionScope,,,7,1,"((0))
",26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,FoowwReminderGroups,PKFoowwReminderGroup,,,1,1,"(newid()) 
			",26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,FoowwReminderGroups,PKFoowwReminder,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,FoowwReminderGroups,GroupType,,,3,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,FoowwReminderGroups,PKGroup,,,4,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,FoowwReminders,PKFoowwReminder,,,1,1,"(newid()) 
			",26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,FoowwReminders,FoowwReminderType,,,2,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,FoowwReminders,PKObject,,,3,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,FoowwReminders,FoowwReminderContent,,,4,0,,10,NO,nvarchar,,512,1024,,,,,,,,,,,,,,,,,,
,,FoowwReminders,FoowwReminderStartDate,,,5,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,FoowwReminders,FoowwReminderEndDate,,,6,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,FoowwReminders,PKCreator,,,7,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,FoowwReminders,CreateTime,,,8,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,FoowwReminders,AdvanceTime,,,9,1,"((0)) 
			",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,FoowwReminders,UpdateTime,,,10,1,"(getdate())
			",26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,FoowwReminders,DeleteStatus,,,11,1,"((0)) 
",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,FoowwReminders,PushStatus,,,12,1,"(0)
			",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,FoowwReminders,RepeatType,,,13,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,FoowwReminders,RepeatReminderEndDate,,,14,1,('1900-01-01'),26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,FoowwReminderUsers,PKFoowwReminderUser,,,1,1,"(newid()) 
			",26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,FoowwReminderUsers,PKUser,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,FoowwReminderUsers,PKFoowwReminder,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,FoowwReminderUsers,IsReminded,,,4,1,"((0)) 
			",26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,FoowwReminderUsers,UpdateTime,,,5,1,"(getdate())
			",26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,FoowwReminderUsers,AdvanceTime,,,6,1,"((0)) 
",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,FoowwReminderUsers,PushStatus,,,7,1,"(0)
			",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,FoowwReminderUsers,ReminderCloseStartDate,,,8,1,('1900-01-01'),26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,FoowwRolePermissions,PKFoowwRolePermission,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,FoowwRolePermissions,PKFoowwRole,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,FoowwRolePermissions,PermissionID,,,3,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,FoowwRolePermissions,PermissionScope,,,4,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,FoowwRolePermissions,HouseTypes,,,5,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,FoowwRolePermissions,Argument,,,6,1,"(0)
",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,FoowwRoles,PKFoowwRole,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,FoowwRoles,Name,,,2,0,,10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,FoowwRoles,Description,,,3,0,,10,NO,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,FoowwRoles,IsNewRole,,,4,0,,26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,FoowwRoles,PKCompany,,,5,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,FoowwRoles,PKCreator,,,6,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,FoowwRoles,CreateTime,,,7,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,FoowwRoles,DeleteStatus,,,8,1,"(0)
",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,FoowwUserPermissions,PKFoowwUserPermission,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,FoowwUserPermissions,PKUser,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,FoowwUserPermissions,PermissionID,,,3,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,FoowwUserPermissions,PermissionScope,,,4,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,FoowwUserPermissions,HouseTypes,,,5,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,FoowwUserPermissions,Argument,,,6,1,"(0)
",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,GuestNavigateSettings,PKGuestNavigateSetting,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,GuestNavigateSettings,PKUser,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,GuestNavigateSettings,Enable,,,3,0,,26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,GuestNavigateSettings,MenuName,,,4,0,,10,NO,nvarchar,,32,64,,,,,,,,,,,,,,,,,,
,,GuestNavigateSettings,IconIndex,,,5,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,GuestNavigateSettings,IconColor,,,6,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,GuestNavigateSettings,MenuSetting,,,7,0,,10,NO,nvarchar,,1000,2000,,,,,,,,,,,,,,,,,,
,,GuestNavigateSettings,SortValue,,,8,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseCompanyCommunities,PKHouseCompanyCommunity,,,1,1,"(newid()) 
",26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseCompanyCommunities,HouseCompanyCommunityID,,,2,1,"((0)) 
",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseCompanyCommunities,PKHouse,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseCompanyCommunities,PKCompanyCommunity,,,4,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDealNew,PKHouseDealNew,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDealNew,HouseDealNewID,,,2,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDealNew,HouseNumber,,,3,0,,106,YES,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,HouseDealNew,PriceTotal,,,4,1,((0)),26,NO,numeric,,,,18,2,,,,,,,,,,,,,,,,
,,HouseDealNew,PricePerSquareMeter,,,5,1,((0)),26,NO,numeric,,,,18,2,,,,,,,,,,,,,,,,
,,HouseDealNew,PriceCondition,,,6,0,,106,YES,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,HouseDealNew,AvailableTime,,,7,0,,106,YES,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,HouseDealNew,Description,,,8,0,,106,YES,nvarchar,,1024,2048,,,,,,,,,,,,,,,,,,
,,HouseDealNew,CreateTime,,,9,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseDealNew,LastRefreshTime,,,10,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseDealNew,PKUser,,,11,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDealNew,PKHouse,,,12,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDealNew,PKCustomer,,,13,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDealNew,PKCompany,,,14,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDealNew,Status,,,15,1,((1)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDealNew,PKUserOwner,,,16,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDealNew,InternalDescription,,,17,0,,106,YES,nvarchar,,1024,2048,,,,,,,,,,,,,,,,,,
,,HouseDealNew,DeleteStatus,,,18,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDealNew,LastShareTime,,,19,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseDealNew,BusinessState,,,20,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDealNew,Modifier,,,21,1,0,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDealNew,LastTrackingTime,,,22,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseDealNew,PayType,,,23,1,0,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDealNew,EntWebRefreshTime,,,24,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseDealNew,BusinessSource,,,25,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDealNew,TopStatus,,,26,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDealNew,IsOverdue,,,27,1,(0),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,HouseDealNew,LastTrackingTimeOwner,,,28,0,,122,YES,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseDealRent,PKHouseDealRent,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDealRent,HouseDealRentID,,,2,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDealRent,HouseNumber,,,3,0,,106,YES,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,HouseDealRent,PKHouse,,,4,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDealRent,RentType,,,5,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDealRent,RentArea,,,6,1,((0)),26,NO,numeric,,,,10,2,,,,,,,,,,,,,,,,
,,HouseDealRent,MinRentTime,,,7,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDealRent,RentPrice,,,8,1,((0)),26,NO,numeric,,,,18,2,,,,,,,,,,,,,,,,
,,HouseDealRent,RentPriceUnit,,,9,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDealRent,MonthlyRentPrice,,,10,1,((0)),26,NO,numeric,,,,18,2,,,,,,,,,,,,,,,,
,,HouseDealRent,PriceCondition,,,11,0,,106,YES,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,HouseDealRent,PayType,,,12,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDealRent,Foregift,,,13,1,((0)),26,NO,numeric,,,,18,2,,,,,,,,,,,,,,,,
,,HouseDealRent,AvailableTime,,,14,0,,106,YES,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,HouseDealRent,Description,,,15,0,,106,YES,nvarchar,,1024,2048,,,,,,,,,,,,,,,,,,
,,HouseDealRent,PKUser,,,16,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDealRent,CreateTime,,,17,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseDealRent,LastRefreshTime,,,18,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseDealRent,GroupRent_Sex,,,19,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDealRent,GroupRent_Airconditioner,,,20,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDealRent,GroupRent_Direction,,,21,0,,106,YES,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,HouseDealRent,PKCustomer,,,22,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDealRent,PKCompany,,,23,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDealRent,Status,,,24,1,((1)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDealRent,PKUserOwner,,,25,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDealRent,InternalDescription,,,26,0,,106,YES,nvarchar,,1024,2048,,,,,,,,,,,,,,,,,,
,,HouseDealRent,DeleteStatus,,,27,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDealRent,LastShareTime,,,28,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseDealRent,BusinessState,,,29,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDealRent,Modifier,,,30,1,0,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDealRent,LastTrackingTime,,,31,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseDealRent,EntWebRefreshTime,,,32,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseDealRent,BusinessSource,,,33,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDealRent,TopStatus,,,34,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDealRent,IsOverdue,,,35,1,(0),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,HouseDealRent,LastTrackingTimeOwner,,,36,0,,122,YES,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseDealSecond,PKHouseDealSecond,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDealSecond,HouseDealSecondID,,,2,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDealSecond,HouseNumber,,,3,0,,106,YES,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,HouseDealSecond,AvailableTime,,,4,0,,106,YES,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,HouseDealSecond,Description,,,5,0,,106,YES,nvarchar,,1024,2048,,,,,,,,,,,,,,,,,,
,,HouseDealSecond,PriceCondition,,,6,0,,106,YES,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,HouseDealSecond,PricePerSquareMeter,,,7,1,((0)),26,NO,numeric,,,,18,2,,,,,,,,,,,,,,,,
,,HouseDealSecond,PriceTotal,,,8,1,((0)),26,NO,numeric,,,,18,2,,,,,,,,,,,,,,,,
,,HouseDealSecond,CreateTime,,,9,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseDealSecond,LastRefreshTime,,,10,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseDealSecond,PKUser,,,11,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDealSecond,PKHouse,,,12,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDealSecond,PKCustomer,,,13,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDealSecond,PKCompany,,,14,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDealSecond,Status,,,15,1,((1)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDealSecond,PKUserOwner,,,16,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDealSecond,InternalDescription,,,17,0,,106,YES,nvarchar,,1024,2048,,,,,,,,,,,,,,,,,,
,,HouseDealSecond,DeleteStatus,,,18,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDealSecond,LastShareTime,,,19,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseDealSecond,BusinessState,,,20,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDealSecond,Modifier,,,21,1,0,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDealSecond,LastTrackingTime,,,22,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseDealSecond,PayType,,,23,1,0,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDealSecond,EntWebRefreshTime,,,24,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseDealSecond,BusinessSource,,,25,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDealSecond,TopStatus,,,26,1,(0),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDealSecond,IsOverdue,,,27,1,(0),26,NO,bit,,,,1,0,,,,,,,,,,,,,,,,
,,HouseDealSecond,LastTrackingTimeOwner,,,28,0,,122,YES,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseDealTags,PKHouseDealTag,,,1,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDealTags,PKHouseDeal,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDealTags,PKHouseTag,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDealTags,HouseType,,,4,0,,26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDemandCompanyCommunities,PKHouseDemandCompanyCommunity,,,1,1,"(newid()) 
",26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDemandCompanyCommunities,HouseDemandCompanyCommunityID,,,2,1,"((0)) 
",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDemandCompanyCommunities,PKHouseDemand,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDemandCompanyCommunities,PKCompanyCommunity,,,4,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDemandIntentionHouses,PKHouseDemandIntentionHouse,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDemandIntentionHouses,PKCompanyDemand,,,2,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDemandIntentionHouses,PKHouseDeal,,,3,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDemandIntentionHouses,PKCreator,,,4,0,,26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDemandIntentionHouses,CreateTime,,,5,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseDemandIntentionHouses,DeleteStatus,,,6,1,"(0)
",26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDemandNew,PKHouseDemandNew,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDemandNew,DemandID,,,2,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDemandNew,PKDistrict,,,3,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDemandNew,PKCommunity,,,4,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDemandNew,PKBlock,,,5,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDemandNew,PKDecoration,,,6,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDemandNew,PKBuildingType,,,7,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDemandNew,RoomCount,,,8,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDemandNew,HallCount,,,9,1,((-1)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDemandNew,ToiletCount,,,10,1,((-1)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDemandNew,MinArea,,,11,1,((0)),26,NO,numeric,,,,10,2,,,,,,,,,,,,,,,,
,,HouseDemandNew,MaxArea,,,12,1,((0)),26,NO,numeric,,,,10,2,,,,,,,,,,,,,,,,
,,HouseDemandNew,MaxFloor,,,13,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDemandNew,BuiltYear,,,14,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDemandNew,Direction,,,15,0,,106,YES,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,HouseDemandNew,Ownership,,,16,1,((-1)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDemandNew,Description,,,17,0,,106,YES,nvarchar,,1024,2048,,,,,,,,,,,,,,,,,,
,,HouseDemandNew,CreateTime,,,18,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseDemandNew,AvailableTime,,,19,0,,106,YES,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,HouseDemandNew,MaxPriceTotal,,,20,1,((0)),26,NO,numeric,,,,18,2,,,,,,,,,,,,,,,,
,,HouseDemandNew,MaxPricePerSquareMeter,,,21,1,((0)),26,NO,numeric,,,,18,2,,,,,,,,,,,,,,,,
,,HouseDemandNew,MinFloor,,,22,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDemandNew,MinPriceTotal,,,23,1,((0)),26,NO,numeric,,,,18,2,,,,,,,,,,,,,,,,
,,HouseDemandNew,MinPricePerSquareMeter,,,24,1,((0)),26,NO,numeric,,,,18,2,,,,,,,,,,,,,,,,
,,HouseDemandNew,CommunityName,,,25,1,(''),10,NO,nvarchar,,260,520,,,,,,,,,,,,,,,,,,
,,HouseDemandRent,PKHouseDemandRent,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDemandRent,DemandID,,,2,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDemandRent,PKDistrict,,,3,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDemandRent,PKBlock,,,4,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDemandRent,PKCommunity,,,5,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDemandRent,PKDecoration,,,6,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDemandRent,PKBuildingType,,,7,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDemandRent,MaxMonthlyRentPrice,,,8,1,((0)),26,NO,numeric,,,,18,2,,,,,,,,,,,,,,,,
,,HouseDemandRent,RoomCount,,,9,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDemandRent,HallCount,,,10,1,((-1)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDemandRent,ToiletCount,,,11,1,((-1)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDemandRent,MinArea,,,12,1,((0)),26,NO,numeric,,,,10,2,,,,,,,,,,,,,,,,
,,HouseDemandRent,MaxArea,,,13,1,((0)),26,NO,numeric,,,,10,2,,,,,,,,,,,,,,,,
,,HouseDemandRent,MaxFloor,,,14,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDemandRent,BuiltYear,,,15,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDemandRent,Direction,,,16,0,,106,YES,nvarchar,,64,128,,,,,,,,,,,,,,,,,,
,,HouseDemandRent,Ownership,,,17,1,((-1)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDemandRent,Description,,,18,0,,106,YES,nvarchar,,1024,2048,,,,,,,,,,,,,,,,,,
,,HouseDemandRent,CreateTime,,,19,0,,26,NO,datetime,,,,23,3,3,,,,,,,,,,,,,,,
,,HouseDemandRent,MinRentTime,,,20,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDemandRent,RentType,,,21,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDemandRent,AvailableTime,,,22,0,,106,YES,nvarchar,,256,512,,,,,,,,,,,,,,,,,,
,,HouseDemandRent,MinFloor,,,23,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDemandRent,MinMonthlyRentPrice,,,24,1,((0)),26,NO,numeric,,,,18,2,,,,,,,,,,,,,,,,
,,HouseDemandRent,CommunityName,,,25,1,(''),10,NO,nvarchar,,260,520,,,,,,,,,,,,,,,,,,
,,HouseDemandSecond,PKHouseDemandSecond,,,1,1,(newid()),26,NO,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDemandSecond,DemandID,,,2,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDemandSecond,PKDistrict,,,3,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDemandSecond,PKBlock,,,4,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDemandSecond,PKCommunity,,,5,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDemandSecond,PKDecoration,,,6,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDemandSecond,PKBuildingType,,,7,0,,122,YES,uniqueidentifier,,,,,,,,,,,,,,,,,,,,,
,,HouseDemandSecond,RoomCount,,,8,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDemandSecond,HallCount,,,9,1,((-1)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDemandSecond,ToiletCount,,,10,1,((-1)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
,,HouseDemandSecond,MinArea,,,11,1,((0)),26,NO,numeric,,,,10,2,,,,,,,,,,,,,,,,
,,HouseDemandSecond,MaxArea,,,12,1,((0)),26,NO,numeric,,,,10,2,,,,,,,,,,,,,,,,
,,HouseDemandSecond,MaxFloor,,,13,1,((0)),26,NO,int,,,,10,,,,,,,,,,,,,,,,,
